Ortet,Index,Rank,EBV_dbh,acc_dbh,EBV_brh,acc_brh,EBV_str,acc_str,EBV_den,acc_den,EBV_pme,acc_pme,EBV_dothi,acc_dothi,Female,Male
306291,2685,105,18.59550329,0.76015459,1.142351947,0.792367339,0.470053593,0.780885395,-0.352512862,0.804329534,1.497480648,0.804004353,NA,NA,887806,268005
306255,2681,106,34.73242285,0.757511056,1.846374816,0.794091305,0.551863144,0.780065382,3.426234497,0.806229496,-0.138506832,0.80355647,NA,NA,887841,268005
3181635,2681,107,19.17685683,0.748504509,1.877473892,0.806138326,0.449192411,0.754918539,16.47131835,0.817377514,0.660268904,0.728910831,-4.994565736,0.768761992,2004047,2004049
313238,2679,108,23.26469689,0.851083427,0.992756224,0.867796635,0.638507215,0.853998244,21.77904657,0.917995643,0.865397548,0.866785441,-7.618562175,0.900504858,2004023,2003327
399254,2678,109,22.98250734,0.818128963,1.590501896,0.832202499,0.387015462,0.833182453,13.5618102,0.887757287,0.60999593,0.838870073,-15.54175838,0.893920019,880739,268532
399175,2677,110,25.64957394,0.82289489,1.163176404,0.832914762,0.198227664,0.836084924,3.052826739,0.885706498,0.846985149,0.838845039,-10.49700006,0.901514836,268315,880655
399279,2677,111,29.68776901,0.821697633,0.503803296,0.830785171,0.723804469,0.834810757,13.92508338,0.886187339,0.889788651,0.82854149,-11.99388376,0.913348783,880740,268532
314743,2676,112,26.31354132,0.822615949,1.209691226,0.822700432,0.704477963,0.786890081,-2.601800685,0.88465643,0.999493645,0.828744231,-6.770384299,0.862934528,2003181,2003217
399193,2675,113,23.60459298,0.776851337,0.885115408,0.794668484,-0.550023009,0.800719052,9.456146227,0.868856145,0.859671475,0.796572658,-5.651904391,0.901804302,850055,NA
314742,2673,114,32.05335414,0.832363502,1.210975683,0.832123789,0.768487303,0.792809561,5.295259952,0.889613961,0.452895789,0.836706639,-5.971599759,0.895363613,2003181,2003217
399156,2672,115,27.94803637,0.822098534,0.888520025,0.833416463,0.362060011,0.835830724,-34.12756681,0.886719234,1.609945013,0.834544786,-9.089441595,0.907298187,880655,850055
399103,2671,116,17.49007593,0.82294532,1.850071006,0.832108166,1.279947334,0.835238888,3.957154928,0.888110916,1.222636233,0.838742511,4.995809239,0.908143161,880656,268532
314625,2669,117,29.23468821,0.840746692,1.057609362,0.846114649,0.746086148,0.811734563,7.479692714,0.891993274,0.694396562,0.852787195,-8.605159748,0.895124014,2004023,2003299
